company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
437,Gaingels,A network of investors that supports and funds startups with a focus on diversity and inclusion.,/,Finance,,,,
438,Two Sigma Ventures,"A venture capital firm that invests in early-stage technology companies, focusing on data-driven innovation.",/,Finance,,,,
438,Homebrew,A venture capital firm that supports early-stage startups with a focus on mission-driven founders.,/,Finance,,,,
438,Susa Ventures,A venture capital firm that invests in companies with strong network effects and data-driven business models.,/,Finance,,,,
438,Crossbeam,"A venture capital firm that invests in early-stage technology companies, particularly those with innovative solutions.",/,Finance,,,,
438,Anthony Pompliano,An angel investor and popular podcast host known for his investments in fintech and cryptocurrency.,/,Individual,,,,
438,Gokul Rajaram,"An angel investor and product leader with experience at companies like Google, Facebook, and Square.",/,Individual,,,,
438,Emilie Choi,"An angel investor and executive at Coinbase, known for her expertise in scaling technology companies.",/,Individual,,,,
438,Primer Capital,A venture capital firm that invests in early-stage technology startups.,/,Finance,,,,
438,Gaingels,A network of investors that supports and funds startups with a focus on diversity and inclusion.,/,Finance,,,,
438,Moving Capital,A venture capital firm that invests in early-stage technology companies.,/,Finance,,,,
439,MP Pensjon,A Norwegian pension fund that invests in various sectors to ensure stable returns for its members.,/,Government,,,,
439,Innovation Norway,A government agency that supports Norwegian companies in developing their competitive advantage and enhancing innovation.,/,Government,,,,
439,SpareBank 1 SMN Invest,"The investment arm of SpareBank 1 SMN, focusing on supporting innovative and growth-oriented companies.",/,Finance,,,,
440,Bhagaban Behera,"Co-founder and CEO of Walrus, with a background in multiple startups and a focus on financial technology.",/,Individual,,,,
440,Nakul Kelkar,"Co-founder of Walrus, contributing to the company閳ユ�?strategic direction and growth.",/,Individual,,,,
440,Sriharsha Setty,"Co-founder of Walrus, involved in the development and operational aspects of the company.",/,Individual,,,,
440,Y Combinator,"A well-known startup accelerator that provides seed funding, mentorship, and resources to early-stage companies.",/,Finance,,,,
440,Chandraprabha S,An angel investor with a focus on supporting innovative startups in the fintech space.,/,Individual,,,,
441,Tahem Veer Verma,"The founder of North Loop, Tahem Veer Verma has a background in fintech and has previously founded companies like Enguru and Mesha.",/,Individual,,,,
442,Accel,"A venture capital firm that invests in early-stage and growth-stage technology companies, known for backing companies like Facebook and Dropbox.",/,Finance,,,,
442,AdFirst,A venture capital firm that focuses on investing in innovative technology startups.,/,Finance,,,,
442,Charge Ventures,A seed-stage venture capital firm that supports early-stage technology companies.,/,Finance,,,,
442,Index Ventures,A global venture capital firm that invests in technology-enabled companies across various stages.,/,Finance,,,,
442,Notation Capital,"A venture capital firm that invests in early-stage technology startups, providing them with resources and mentorship.",/,Finance,,,,
443,/,/,/,/,,,,
444,Point72 Ventures,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
444,True Capital Management,A wealth management firm that provides financial planning and investment management services.,/,Finance,,,,
444,Barclays Bank,"A major global financial services provider engaged in retail banking, credit cards, corporate and investment banking.",/,Finance,,,,
444,Anthemis,A venture capital firm that invests in early-stage fintech companies.,/,Finance,,,,
444,Gabrielle Union,An angel investor and actress known for her investments in diverse and inclusive startups.,/,Individual,,,,
444,John Buttrick,An angel investor with a background in venture capital and financial services.,/,Individual,,,,
444,Jamere Jackson,An angel investor with extensive experience in finance and technology.,/,Individual,,,,
445,500 Startups,"A global venture capital firm and startup accelerator that supports early-stage companies with funding, mentorship, and resources.",/,Finance,,,,
445,Middle East Venture Partners (MEVP),"A leading venture capital firm in the Middle East, investing in innovative technology companies across various stages1.",/,Finance,,,,
445,Wamda Capital,"A venture capital firm that invests in technology-enabled companies in the MENA region, providing strategic support and resources.",/,Finance,,,,
445,Global Ventures,A venture capital firm that focuses on investing in growth-stage technology companies in the Middle East and Africa.,/,Finance,,,,
446,Arjita Sethi,An angel investor with a focus on supporting innovative startups in the fintech space.,/,Individual,,,,
446,Dizer Capital,"A venture capital firm that invests in early-stage technology companies, particularly those with disruptive potential.",/,Finance,,,,
446,Igniter100,A venture capital firm that supports early-stage technology startups with funding and mentorship.,/,Finance,,,,
446,Natalie Pankova,An angel investor known for her investments in technology and healthcare startups.,/,Individual,,,,
447,INCA Venture,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions in Latin America.",/,Finance,,,,
448,Mashreq Bank,"The parent company of MashreqNeo, Mashreq Bank is one of the leading financial institutions in the UAE, known for its innovative banking solutions and strong market presence.",/,Finance,,,,
448,Visa,A global payments technology company that partners with MashreqNeo to provide secure and innovative payment solutions.,/,Finance,,,,
448,Mastercard,"Another global payments technology company, Mastercard collaborates with MashreqNeo to enhance digital payment services.",/,Finance,,,,
449,Better Banks,"The parent company of Betterbank, Better Banks is a community bank that provides a range of financial services to individuals and businesses.",/,Finance,,,,
450,AltaIR Capital:,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
450,Plug and Play:,"A global innovation platform that connects startups with corporations, providing funding, mentorship, and resources.",/,Finance,,,,
450,Four G Capital:,"A family office that invests in a diverse range of sectors, including technology and financial services.",/,Finance,,,,
450,Independent Community Bankers of America (ICBA):,"An organization that represents community banks in the United States, supporting their growth and innovation.",/,Finance,,,,
450,Transformco:,"A private company that owns and operates retail stores, investing in various sectors to diversify its portfolio.",/,Retail,,,,
450,White Bay Group:,An asset management firm that focuses on investing in high-growth companies.,/,Finance,,,,
451,Collab2,"A venture capital firm that invests in early-stage technology companies, focusing on innovative solutions.",/,Finance,,,,
451,R-Ventures,A venture capital firm that supports startups with funding and mentorship to help them grow.,/,Finance,,,,
452,Starting Line,A venture capital firm that invests in consumer startups. They focus on companies that aim to democratize access to products and services.,/,Finance,,,,
452,Mike Fitzgerald,An angel investor known for his investments in fintech and technology startups.,/,Individual,,,,
452,10X Capital,A venture capital firm that supports high-growth technology companies.,/,Finance,,,,
452,Goodwater Capital,A venture capital firm that invests in consumer technology companies globally.,/,Finance,,,,
452,Dundee Venture Capital,A venture capital firm that invests in early-stage technology companies in the Midwest.,/,Finance,,,,
453,Fintech Saudi,An organization that supports the development of the fintech ecosystem in Saudi Arabia by providing resources and opportunities for fintech startups.,/,Finance,,,,
453,Flat6Labs,"A regional startup accelerator program that provides seed funding, mentorship, and support to early-stage startups in the MENA region.",/,Finance,,,,
453,Village Capital,A venture capital firm that invests in early-stage startups with a focus on financial inclusion and economic development.,/,Finance,,,,
454,Nicholas & Melinda Gerber Living Trust,"This trust is managed by Nicholas Gerber, who is also the CEO of Marygold & Co. It holds a significant portion of the company閳ユ�?shares, reflecting the Gerber family閳ユ�?strong involvement in the company閳ユ�?leadership and strategic direction.",45.67%,Finance,,,,
